	pred_ind	arg_ind	tokenized	label
4100	1	2	This left Westmoreland with few options , so he adapted a Search and Destroy strategy instead of a Clear and Defend strategy which is , in the long run , the preferred method of pacifying an insurgency .	PATIENT
4101	1	5	This left Westmoreland with few options , so he adapted a Search and Destroy strategy instead of a Clear and Defend strategy which is , in the long run , the preferred method of pacifying an insurgency .	NONE
4102	9	8	This left Westmoreland with few options , so he adapted a Search and Destroy strategy instead of a Clear and Defend strategy which is , in the long run , the preferred method of pacifying an insurgency .	AGENT
4103	9	14	This left Westmoreland with few options , so he adapted a Search and Destroy strategy instead of a Clear and Defend strategy which is , in the long run , the preferred method of pacifying an insurgency .	PATIENT
4104	34	36	This left Westmoreland with few options , so he adapted a Search and Destroy strategy instead of a Clear and Defend strategy which is , in the long run , the preferred method of pacifying an insurgency .	NONE
4105	1	0	Thing is , it worked .	NONE
4106	2	0	He was warned that they were building up a huge Army and would eventually launch an attack , but he ignored his military advisers .	AGENT
4107	6	4	He was warned that they were building up a huge Army and would eventually launch an attack , but he ignored his military advisers .	AGENT
4108	6	10	He was warned that they were building up a huge Army and would eventually launch an attack , but he ignored his military advisers .	NONE
4109	14	16	He was warned that they were building up a huge Army and would eventually launch an attack , but he ignored his military advisers .	PATIENT
4110	20	19	He was warned that they were building up a huge Army and would eventually launch an attack , but he ignored his military advisers .	AGENT
4111	20	23	He was warned that they were building up a huge Army and would eventually launch an attack , but he ignored his military advisers .	NONE
4112	2	1	The Communists agreed .	AGENT
4113	2	1	The Communists thought they could defeat the ARVN , cause the fall of the South Vietnamese government , and the people would than rally to the Communist cause and leave the Americans stranded in a sea of angry peasants .	AGENT
4114	5	3	The Communists thought they could defeat the ARVN , cause the fall of the South Vietnamese government , and the people would than rally to the Communist cause and leave the Americans stranded in a sea of angry peasants .	AGENT
4115	5	7	The Communists thought they could defeat the ARVN , cause the fall of the South Vietnamese government , and the people would than rally to the Communist cause and leave the Americans stranded in a sea of angry peasants .	NONE
4116	9	11	The Communists thought they could defeat the ARVN , cause the fall of the South Vietnamese government , and the people would than rally to the Communist cause and leave the Americans stranded in a sea of angry peasants .	PATIENT
4117	23	20	The Communists thought they could defeat the ARVN , cause the fall of the South Vietnamese government , and the people would than rally to the Communist cause and leave the Americans stranded in a sea of angry peasants .	AGENT
4118	2	1	The Americans detected the attempt to infiltrate the urban areas and were already redeploying troops from the rural areas .	AGENT
4119	2	4	The Americans detected the attempt to infiltrate the urban areas and were already redeploying troops from the rural areas .	NONE
4120	6	9	The Americans detected the attempt to infiltrate the urban areas and were already redeploying troops from the rural areas .	PATIENT
4121	13	14	The Americans detected the attempt to infiltrate the urban areas and were already redeploying troops from the rural areas .	PATIENT
4122	2	1	The people rejected their attempt to topple the government , and for all intents and purposes the US military ( and the ARVN ) handed Johnson the victory he had ordered them to achieve within the time - frame he ordered it .	AGENT
4123	2	4	The people rejected their attempt to topple the government , and for all intents and purposes the US military ( and the ARVN ) handed Johnson the victory he had ordered them to achieve within the time - frame he ordered it .	FORCES
4124	6	8	The people rejected their attempt to topple the government , and for all intents and purposes the US military ( and the ARVN ) handed Johnson the victory he had ordered them to achieve within the time - frame he ordered it .	PATIENT
4125	24	18	The people rejected their attempt to topple the government , and for all intents and purposes the US military ( and the ARVN ) handed Johnson the victory he had ordered them to achieve within the time - frame he ordered it .	AGENT
4126	24	25	The people rejected their attempt to topple the government , and for all intents and purposes the US military ( and the ARVN ) handed Johnson the victory he had ordered them to achieve within the time - frame he ordered it .	AGENT
4127	24	27	The people rejected their attempt to topple the government , and for all intents and purposes the US military ( and the ARVN ) handed Johnson the victory he had ordered them to achieve within the time - frame he ordered it .	FORCES
4128	30	28	The people rejected their attempt to topple the government , and for all intents and purposes the US military ( and the ARVN ) handed Johnson the victory he had ordered them to achieve within the time - frame he ordered it .	AGENT
4129	30	31	The people rejected their attempt to topple the government , and for all intents and purposes the US military ( and the ARVN ) handed Johnson the victory he had ordered them to achieve within the time - frame he ordered it .	AGENT
4130	40	39	The people rejected their attempt to topple the government , and for all intents and purposes the US military ( and the ARVN ) handed Johnson the victory he had ordered them to achieve within the time - frame he ordered it .	AGENT
4131	40	41	The people rejected their attempt to topple the government , and for all intents and purposes the US military ( and the ARVN ) handed Johnson the victory he had ordered them to achieve within the time - frame he ordered it .	FORCES
4132	9	0	All he had to do for a complete victory was allow the military to go into Laos and Cambodia and finish off the shattered Communist forces .	NONE
4133	10	12	All he had to do for a complete victory was allow the military to go into Laos and Cambodia and finish off the shattered Communist forces .	PATIENT
4134	20	25	All he had to do for a complete victory was allow the military to go into Laos and Cambodia and finish off the shattered Communist forces .	PATIENT
4135	4	2	"In the end Nixon kept his promise for "" . peace with honor .. """	NONE
4136	4	3	"In the end Nixon kept his promise for "" . peace with honor .. """	AGENT
4137	4	6	"In the end Nixon kept his promise for "" . peace with honor .. """	INSTRUMENT
4138	1	0	Tet made it clear that the war was a long way from being over if the Americans thought they could preserve the South and that the North was perfectly willing to suffer great losses to continue their fight .	AGENT
4139	20	18	Tet made it clear that the war was a long way from being over if the Americans thought they could preserve the South and that the North was perfectly willing to suffer great losses to continue their fight .	AGENT
4140	20	22	Tet made it clear that the war was a long way from being over if the Americans thought they could preserve the South and that the North was perfectly willing to suffer great losses to continue their fight .	AGENT
4141	31	33	Tet made it clear that the war was a long way from being over if the Americans thought they could preserve the South and that the North was perfectly willing to suffer great losses to continue their fight .	FORCES
4142	35	37	Tet made it clear that the war was a long way from being over if the Americans thought they could preserve the South and that the North was perfectly willing to suffer great losses to continue their fight .	FORCES
4143	1	5	There is a very good book on the subject that was written by General Vo Nguyen Giap .	INSTRUMENT
4144	11	5	There is a very good book on the subject that was written by General Vo Nguyen Giap .	PATIENT
4145	1	0	I have a basking spot lamp that says it is a double reflector that focuses 35 % more light / heat and provides beneficial UVA rays important to the psycholical well - being of him .	AGENT
4146	1	5	I have a basking spot lamp that says it is a double reflector that focuses 35 % more light / heat and provides beneficial UVA rays important to the psycholical well - being of him .	FORCES
4147	14	12	I have a basking spot lamp that says it is a double reflector that focuses 35 % more light / heat and provides beneficial UVA rays important to the psycholical well - being of him .	FORCES
4148	14	18	I have a basking spot lamp that says it is a double reflector that focuses 35 % more light / heat and provides beneficial UVA rays important to the psycholical well - being of him .	AGENT
4149	22	25	I have a basking spot lamp that says it is a double reflector that focuses 35 % more light / heat and provides beneficial UVA rays important to the psycholical well - being of him .	INSTRUMENT
4150	5	1	The lady at pet smart said 4 hours , but on places on the net it says 10 to 12 hours .	AGENT
4151	5	7	The lady at pet smart said 4 hours , but on places on the net it says 10 to 12 hours .	NONE
4152	16	11	The lady at pet smart said 4 hours , but on places on the net it says 10 to 12 hours .	NONE
4153	1	0	I have bearded dragon juvenile food and freeze - dried crickets .	AGENT
4154	1	5	I have bearded dragon juvenile food and freeze - dried crickets .	INSTRUMENT
4155	1	0	You need to also provide a source a UVB lighting .	NONE
4156	4	6	You need to also provide a source a UVB lighting .	INSTRUMENT
4157	5	4	as to what the light provides it gives UV rays .. which is important for health in lizards as it is in humans .	INSTRUMENT
4158	7	2	as to what the light provides it gives UV rays .. which is important for health in lizards as it is in humans .	NONE
4159	7	9	as to what the light provides it gives UV rays .. which is important for health in lizards as it is in humans .	INSTRUMENT
4160	3	4	"Yes , it gives him the "" sun rays "" necessary , that 's what UVA is ."	PATIENT
4161	3	8	"Yes , it gives him the "" sun rays "" necessary , that 's what UVA is ."	INSTRUMENT
4162	1	0	I tell all my customers they can try it , but do n't count on it .	AGENT
4163	1	4	I tell all my customers they can try it , but do n't count on it .	AGENT
4164	1	0	I did the same thing that you did for christmas .	AGENT
4165	1	4	I did the same thing that you did for christmas .	INSTRUMENT
4166	1	9	I did the same thing that you did for christmas .	NONE
4167	1	0	I ended up getting a pair of zebra finches for christmas .	AGENT
4168	6	5	After a couple of weeks I got tired of them .	AGENT
4169	1	0	I want a bird that I can hold and do tricks .	AGENT
4170	1	3	I want a bird that I can hold and do tricks .	INSTRUMENT
4171	7	3	I want a bird that I can hold and do tricks .	NONE
4172	7	5	I want a bird that I can hold and do tricks .	AGENT
4173	1	0	I love them .	AGENT
4174	1	2	I love them .	AGENT
4175	1	0	I tamed them in 4 days .	AGENT
4176	1	2	I tamed them in 4 days .	PATIENT
4177	1	5	I tamed them in 4 days .	NONE
4178	3	2	The whole family loves them .	AGENT
4179	3	4	The whole family loves them .	AGENT
4180	1	0	I hope this helps you with your decision .	AGENT
4181	2	1	The girl has either pink or brown .	AGENT
4182	2	4	The girl has either pink or brown .	INSTRUMENT
4183	1	0	I have one yellow girl and a green and yellow boy .	AGENT
4184	1	4	I have one yellow girl and a green and yellow boy .	NONE
4185	2	1	My mom told me how to tame them and I was very happy with the results .	AGENT
4186	2	3	My mom told me how to tame them and I was very happy with the results .	AGENT
4187	6	7	My mom told me how to tame them and I was very happy with the results .	PATIENT
4188	1	0	I took the cage and place it next to the couch .	AGENT
4189	1	3	I took the cage and place it next to the couch .	INSTRUMENT
4190	5	6	I took the cage and place it next to the couch .	FORCES
4191	1	0	You have patience .	AGENT
4192	1	2	You have patience .	INSTRUMENT
4193	6	2	After a couple of weeks mines knows when I say shoulder it means ot go on my sholder , when I say up it means to jump up on my finger , when I say up and out it means up on my finger and out of the cage .	NONE
4194	6	5	After a couple of weeks mines knows when I say shoulder it means ot go on my sholder , when I say up it means to jump up on my finger , when I say up and out it means up on my finger and out of the cage .	NONE
4195	1	0	They worked for me and I hope they worked for you !	INSTRUMENT
4196	1	3	They worked for me and I hope they worked for you !	MANNER
4197	6	5	They worked for me and I hope they worked for you !	AGENT
4198	8	10	They worked for me and I hope they worked for you !	MANNER
4199	1	0	I have a parakeet named Cookie . :P	AGENT
4200	1	3	I have a parakeet named Cookie . :P	AGENT
4201	1	0	I graduate in the spring , and so we 'd like to go between then and winter .	AGENT
4202	1	4	I graduate in the spring , and so we 'd like to go between then and winter .	NONE
4203	3	5	And then there 's the rain .	INSTRUMENT
4204	3	2	The Irish weather works on the ' four seasons in a day ' principle , which basic ally means that you ca n't predict a thing when it comes to the behaviour of the sky .	FORCES
4205	3	13	The Irish weather works on the ' four seasons in a day ' principle , which basic ally means that you ca n't predict a thing when it comes to the behaviour of the sky .	MANNER
4206	18	13	The Irish weather works on the ' four seasons in a day ' principle , which basic ally means that you ca n't predict a thing when it comes to the behaviour of the sky .	INSTRUMENT
4207	23	20	The Irish weather works on the ' four seasons in a day ' principle , which basic ally means that you ca n't predict a thing when it comes to the behaviour of the sky .	AGENT
4208	23	25	The Irish weather works on the ' four seasons in a day ' principle , which basic ally means that you ca n't predict a thing when it comes to the behaviour of the sky .	NONE
4209	2	1	Spring festivities include the ever - popular St Patrick 's Festival .	INSTRUMENT
4210	2	10	Spring festivities include the ever - popular St Patrick 's Festival .	INSTRUMENT
4211	4	1	The thing to do is to bring the right clothing with you , clothes so you can layer up if it is cold and take off layers when it warms up .	FORCES
4212	6	9	The thing to do is to bring the right clothing with you , clothes so you can layer up if it is cold and take off layers when it warms up .	INSTRUMENT
4213	17	15	The thing to do is to bring the right clothing with you , clothes so you can layer up if it is cold and take off layers when it warms up .	AGENT
4214	1	0	We used our BBQ on precisely 4 occasions .	AGENT
4215	1	3	We used our BBQ on precisely 4 occasions .	INSTRUMENT
4216	1	7	We used our BBQ on precisely 4 occasions .	NONE
4217	2	1	The days start to shorten & it gets even wetter , windier & colder .	FORCES
4218	1	0	We had frosts in October so I would n't advise visiting late in the year to be honest , Spring time is your best bet .	NONE
4219	1	2	We had frosts in October so I would n't advise visiting late in the year to be honest , Spring time is your best bet .	NONE
4220	1	4	We had frosts in October so I would n't advise visiting late in the year to be honest , Spring time is your best bet .	NONE
4221	9	6	We had frosts in October so I would n't advise visiting late in the year to be honest , Spring time is your best bet .	AGENT
4222	1	0	I have 4 Golden Wonder Killifish .	AGENT
4223	1	5	I have 4 Golden Wonder Killifish .	NONE
4224	1	0	I aspire to your feeding regime , flakes early and something live later in the day .	AGENT
4225	1	5	I aspire to your feeding regime , flakes early and something live later in the day .	NONE
4226	1	0	I think that you understand that your largest and smallest golden wonders are males .	AGENT
4227	4	3	I think that you understand that your largest and smallest golden wonders are males .	AGENT
4228	1	4	There are a couple ways one could spawn lineatus - mop spawning & water incubating them for two weeks , picking eggs from a mop & putting them in a tray of treated , seasoned water or setting up the parents in a planted tank & moving them so the fry can hatch out there .	INSTRUMENT
4229	7	5	There are a couple ways one could spawn lineatus - mop spawning & water incubating them for two weeks , picking eggs from a mop & putting them in a tray of treated , seasoned water or setting up the parents in a planted tank & moving them so the fry can hatch out there .	AGENT
4230	7	8	There are a couple ways one could spawn lineatus - mop spawning & water incubating them for two weeks , picking eggs from a mop & putting them in a tray of treated , seasoned water or setting up the parents in a planted tank & moving them so the fry can hatch out there .	PATIENT
4231	14	15	There are a couple ways one could spawn lineatus - mop spawning & water incubating them for two weeks , picking eggs from a mop & putting them in a tray of treated , seasoned water or setting up the parents in a planted tank & moving them so the fry can hatch out there .	PATIENT
4232	20	21	There are a couple ways one could spawn lineatus - mop spawning & water incubating them for two weeks , picking eggs from a mop & putting them in a tray of treated , seasoned water or setting up the parents in a planted tank & moving them so the fry can hatch out there .	FORCES
4233	37	40	There are a couple ways one could spawn lineatus - mop spawning & water incubating them for two weeks , picking eggs from a mop & putting them in a tray of treated , seasoned water or setting up the parents in a planted tank & moving them so the fry can hatch out there .	NONE
4234	46	47	There are a couple ways one could spawn lineatus - mop spawning & water incubating them for two weeks , picking eggs from a mop & putting them in a tray of treated , seasoned water or setting up the parents in a planted tank & moving them so the fry can hatch out there .	NONE
4235	52	50	There are a couple ways one could spawn lineatus - mop spawning & water incubating them for two weeks , picking eggs from a mop & putting them in a tray of treated , seasoned water or setting up the parents in a planted tank & moving them so the fry can hatch out there .	PATIENT
4236	1	0	That indicates that they thrive in different water chemistries .	FORCES
4237	4	3	That indicates that they thrive in different water chemistries .	PATIENT
4238	2	1	Another problem is that sometimes bad eggs will fungus and the fungus will spread out and kill all the eggs .	FORCES
4239	8	6	Another problem is that sometimes bad eggs will fungus and the fungus will spread out and kill all the eggs .	FORCES
4240	13	11	Another problem is that sometimes bad eggs will fungus and the fungus will spread out and kill all the eggs .	FORCES
4241	16	19	Another problem is that sometimes bad eggs will fungus and the fungus will spread out and kill all the eggs .	PATIENT
4242	1	0	They look for fun filled , rejuvenating and memorable vacation .	AGENT
4243	1	9	They look for fun filled , rejuvenating and memorable vacation .	NONE
4244	1	3	There are many reasons to say Disney cruise is the best bet for you to have a enjoyable holiday tour .	FORCES
4245	7	2	Kids fun games and video shows are added to the other facilities .	FORCES
4246	7	11	Kids fun games and video shows are added to the other facilities .	NONE
4247	1	3	There are two ships , Disney magic and Disney wonder .	NONE
4248	2	0	Both are made keeping in mind the comforts of the travelers .	PATIENT
4249	2	1	Disney cruises offer 24 - hour room services , and the crews are ready to serve you the way you like .	AGENT
4250	2	7	Disney cruises offer 24 - hour room services , and the crews are ready to serve you the way you like .	FORCES
4251	15	16	Disney cruises offer 24 - hour room services , and the crews are ready to serve you the way you like .	AGENT
4252	15	18	Disney cruises offer 24 - hour room services , and the crews are ready to serve you the way you like .	FORCES
4253	2	1	The ship offers variety of eatables , deliciously made .	INSTRUMENT
4254	2	3	The ship offers variety of eatables , deliciously made .	PATIENT
4255	1	3	There are special regions uniquely and imposingly designed for the children .	FORCES
4256	3	2	These theme parks have all types of facilities .	AGENT
4257	3	5	These theme parks have all types of facilities .	PATIENT
4258	1	0	These include space for dances and music , bar facility , gambling facilities for the elder , spaciously made open area aboard and many such nice facilities .	INSTRUMENT
4259	1	2	These include space for dances and music , bar facility , gambling facilities for the elder , spaciously made open area aboard and many such nice facilities .	PATIENT
4260	1	4	There are many online sites offering the booking facility with affordable rates .	NONE
4261	5	8	There are many online sites offering the booking facility with affordable rates .	AGENT
4262	1	0	We liked getting the late dinner seating , so you have more time to see movies and stuff but if your kids are ' early to bed ' you may want the earlier seating for dinners .	AGENT
4263	4	0	All of the doors tend to look alike and having ' something ' on your door helps you and your kids find your room easier .	FORCES
4264	1	0	We had a ball .	AGENT
4265	1	3	We had a ball .	NONE
4266	1	0	We had an inside cabin and it is what I would recommend .	AGENT
4267	1	4	We had an inside cabin and it is what I would recommend .	FORCES
4268	1	4	There are so many things to do that you will only use your room for sleeping and the extra cost of the balcony is wasted .	FORCES
4269	24	19	There are so many things to do that you will only use your room for sleeping and the extra cost of the balcony is wasted .	NONE
4270	1	4	There is a splash fountain ( no standing water ) for little ones still in diapers ; Next is a wading pool for those who are potty trained ; Then a family pool ; Finally there is a pool for adults only with kids not allowed .	INSTRUMENT
4271	27	23	There is a splash fountain ( no standing water ) for little ones still in diapers ; Next is a wading pool for those who are potty trained ; Then a family pool ; Finally there is a pool for adults only with kids not allowed .	PATIENT
4272	45	43	There is a splash fountain ( no standing water ) for little ones still in diapers ; Next is a wading pool for those who are potty trained ; Then a family pool ; Finally there is a pool for adults only with kids not allowed .	PATIENT
4273	1	0	I think I gained three pounds in my week long cruise .	AGENT
4274	3	2	I think I gained three pounds in my week long cruise .	AGENT
4275	3	5	I think I gained three pounds in my week long cruise .	NONE
4276	1	0	He told me to remember to call like 3 times before he left .	AGENT
4277	1	2	He told me to remember to call like 3 times before he left .	AGENT
4278	1	0	I know a lot of people say to wait until he calls you , but it 's different because I 'm a client and technically that 's all I am at this point .	AGENT
4279	4	3	The only reason I switched away from them in the first place is because my good friend who apprenticed with them was starting out on his own .	AGENT
4280	12	2	The only reason I switched away from them in the first place is because my good friend who apprenticed with them was starting out on his own .	FORCES
4281	18	16	The only reason I switched away from them in the first place is because my good friend who apprenticed with them was starting out on his own .	AGENT
4282	22	16	The only reason I switched away from them in the first place is because my good friend who apprenticed with them was starting out on his own .	AGENT
4283	1	0	I think he left the Nail out of the shoe as a excuse to come back and see you hey he may be your Prince charming ..	AGENT
4284	1	0	He had this Habit of telling you Everything ..	AGENT
4285	1	3	He had this Habit of telling you Everything ..	FORCES
4286	1	0	I was like Ummmm i can see your ass cheeks ... he was like Oops did i forget my Underwear ???	AGENT
4287	17	16	I was like Ummmm i can see your ass cheeks ... he was like Oops did i forget my Underwear ???	AGENT
4288	17	19	I was like Ummmm i can see your ass cheeks ... he was like Oops did i forget my Underwear ???	INSTRUMENT
4289	1	0	I have the opportunity to pick up a super nice 6 year old for free .	AGENT
4290	1	3	I have the opportunity to pick up a super nice 6 year old for free .	INSTRUMENT
4291	5	12	I have the opportunity to pick up a super nice 6 year old for free .	NONE
4292	1	0	I have a 5 year old that lost all of his cheek muscle on the right side about 3 - 4 months ago .	AGENT
4293	1	5	I have a 5 year old that lost all of his cheek muscle on the right side about 3 - 4 months ago .	PATIENT
4294	7	5	I have a 5 year old that lost all of his cheek muscle on the right side about 3 - 4 months ago .	NONE
4295	7	8	I have a 5 year old that lost all of his cheek muscle on the right side about 3 - 4 months ago .	PATIENT
4296	6	3	The only neurological sign that he shows is that he barely drags his toes and sometimes has trouble with his right lead .	INSTRUMENT
4297	6	5	The only neurological sign that he shows is that he barely drags his toes and sometimes has trouble with his right lead .	AGENT
4298	7	3	The only neurological sign that he shows is that he barely drags his toes and sometimes has trouble with his right lead .	NONE
4299	11	9	The only neurological sign that he shows is that he barely drags his toes and sometimes has trouble with his right lead .	AGENT
4300	11	13	The only neurological sign that he shows is that he barely drags his toes and sometimes has trouble with his right lead .	FORCES
4301	1	0	We elected to not do the EPM test because there was NO neurological signs .	AGENT
4302	1	0	He eats all of his grain but it just takes him a while to get it chewed because of the lack of muscle in his jaws .	AGENT
4303	1	2	He eats all of his grain but it just takes him a while to get it chewed because of the lack of muscle in his jaws .	AGENT
4304	1	0	I posted what the owner as said in paragraph 2 & 3 , that is not me to clarify .	AGENT
4305	1	0	I know that I have the possibility of treating him and still having to put him down .	AGENT
4306	8	9	I know that I have the possibility of treating him and still having to put him down .	PATIENT
4307	1	0	I know this is going to be expensive .	AGENT
4308	1	0	I think it is wonderfully responsible that you are going into this rescue eyes open and are getting the opinions of qualified professionals ( and a bunch of Yahoos ) before you decide to take this horse on .	AGENT
4309	32	31	I think it is wonderfully responsible that you are going into this rescue eyes open and are getting the opinions of qualified professionals ( and a bunch of Yahoos ) before you decide to take this horse on .	AGENT
4310	1	0	We hauled the horse to Windsor and got him treated there .	AGENT
4311	1	3	We hauled the horse to Windsor and got him treated there .	AGENT
4312	1	5	We hauled the horse to Windsor and got him treated there .	NONE
4313	2	1	That horse returned to racing and we did n't notice much difference .	AGENT
4314	2	4	That horse returned to racing and we did n't notice much difference .	NONE
4315	9	6	That horse returned to racing and we did n't notice much difference .	AGENT
4316	9	11	That horse returned to racing and we did n't notice much difference .	NONE
4317	4	3	The only difference we noticed is that the EPM horses seemed to do worse on the smaller tracks after .	AGENT
4318	5	2	The only difference we noticed is that the EPM horses seemed to do worse on the smaller tracks after .	INSTRUMENT
4319	10	9	The only difference we noticed is that the EPM horses seemed to do worse on the smaller tracks after .	NONE
4320	1	0	MSU does a lot of EPM studies because of how common it is here .	AGENT
4321	1	3	MSU does a lot of EPM studies because of how common it is here .	PATIENT
4322	1	10	MSU does a lot of EPM studies because of how common it is here .	NONE
4323	1	0	I know they did lab work showing that Strongid C used daily could help prevent EPM .	AGENT
4324	14	15	I know they did lab work showing that Strongid C used daily could help prevent EPM .	NONE
4325	1	0	I believe they have a real study testing the lab work in real world situations now , but it may be some time before those results are released .	AGENT
4326	7	10	I believe they have a real study testing the lab work in real world situations now , but it may be some time before those results are released .	PATIENT
4327	27	25	I believe they have a real study testing the lab work in real world situations now , but it may be some time before those results are released .	INSTRUMENT
4328	1	0	You hate to see talent get wasted , but honestly I do n't think I could take in a horse right now these issues .	AGENT
4329	1	0	They did a very bad job with my hair and were extremely rude when I went back to ask them why it did n't work for my hair .	AGENT
4330	1	5	They did a very bad job with my hair and were extremely rude when I went back to ask them why it did n't work for my hair .	PATIENT
4331	1	8	They did a very bad job with my hair and were extremely rude when I went back to ask them why it did n't work for my hair .	NONE
4332	2	1	Dr Greenwalt fixed my neck from a snowboard injury and was way more effective that a regular doctor .	AGENT
4333	2	4	Dr Greenwalt fixed my neck from a snowboard injury and was way more effective that a regular doctor .	PATIENT
4334	2	8	Dr Greenwalt fixed my neck from a snowboard injury and was way more effective that a regular doctor .	NONE
4335	1	0	He knows what he s doing .	AGENT
4336	3	0	Cj and company did all that we ask and 10 times more .	AGENT
4337	3	4	Cj and company did all that we ask and 10 times more .	NONE
4338	1	0	I had to take care of the ants myself .	NONE
4339	2	1	But I found the location wonderful and the neighbors very kind .	AGENT
4340	2	4	But I found the location wonderful and the neighbors very kind .	NONE
4341	5	3	Because of the ants I dropped them to a 3 star .	NONE
4342	5	4	Because of the ants I dropped them to a 3 star .	AGENT
4343	5	6	Because of the ants I dropped them to a 3 star .	PATIENT
4344	5	10	Because of the ants I dropped them to a 3 star .	NONE
4345	1	0	I found Bright Star Tours and Travels and Best and Affordable Tour Operators and Tours Agents in Chennai , India offered me Student Tour India Package for very less price .	AGENT
4346	20	4	I found Bright Star Tours and Travels and Best and Affordable Tour Operators and Tours Agents in Chennai , India offered me Student Tour India Package for very less price .	AGENT
4347	20	21	I found Bright Star Tours and Travels and Best and Affordable Tour Operators and Tours Agents in Chennai , India offered me Student Tour India Package for very less price .	AGENT
4348	20	25	I found Bright Star Tours and Travels and Best and Affordable Tour Operators and Tours Agents in Chennai , India offered me Student Tour India Package for very less price .	INSTRUMENT
4349	1	0	I enjoyed my tour and i am looking for adventure tour and India heritage tours for valuable .	AGENT
4350	1	3	I enjoyed my tour and i am looking for adventure tour and India heritage tours for valuable .	FORCES
4351	1	0	they fixed my garage doors in literally less than an hour .	AGENT
4352	1	4	they fixed my garage doors in literally less than an hour .	PATIENT
4353	1	10	they fixed my garage doors in literally less than an hour .	MANNER
4354	2	1	the guy came on time and did n't take any breaks , he went straight to work and finished the job efficiently and promptly !	AGENT
4355	2	4	the guy came on time and did n't take any breaks , he went straight to work and finished the job efficiently and promptly !	MANNER
4356	18	20	the guy came on time and did n't take any breaks , he went straight to work and finished the job efficiently and promptly !	PATIENT
4357	1	0	He took the time to explain things to me about my computer , i would recommend you go to him .	AGENT
4358	1	3	He took the time to explain things to me about my computer , i would recommend you go to him .	NONE
4359	5	6	He took the time to explain things to me about my computer , i would recommend you go to him .	INSTRUMENT
4360	1	0	I like my food hot both ways not warm or cold .	AGENT
4361	1	3	I like my food hot both ways not warm or cold .	NONE
4362	1	0	We went to Kobey s on Saturday and had our whole team s uniforms done !	AGENT
4363	1	3	We went to Kobey s on Saturday and had our whole team s uniforms done !	NONE
4364	1	6	We went to Kobey s on Saturday and had our whole team s uniforms done !	NONE
4365	1	0	We love Little Farmer	AGENT
4366	1	3	We love Little Farmer	NONE
4367	1	0	We attend LFTD and our children LOVE it !!	AGENT
4368	1	2	We attend LFTD and our children LOVE it !!	INSTRUMENT
4369	1	0	I rang SRD PAT testing and within 3 hours Scot had come to my premises and PAT tested all my our Spill The Whisky barn dance band equipment , and supplied a certificate for only 70 p per unit .	AGENT
4370	1	4	I rang SRD PAT testing and within 3 hours Scot had come to my premises and PAT tested all my our Spill The Whisky barn dance band equipment , and supplied a certificate for only 70 p per unit .	INSTRUMENT
4371	17	16	I rang SRD PAT testing and within 3 hours Scot had come to my premises and PAT tested all my our Spill The Whisky barn dance band equipment , and supplied a certificate for only 70 p per unit .	PATIENT
4372	17	27	I rang SRD PAT testing and within 3 hours Scot had come to my premises and PAT tested all my our Spill The Whisky barn dance band equipment , and supplied a certificate for only 70 p per unit .	INSTRUMENT
4373	21	23	I rang SRD PAT testing and within 3 hours Scot had come to my premises and PAT tested all my our Spill The Whisky barn dance band equipment , and supplied a certificate for only 70 p per unit .	PATIENT
4374	30	32	I rang SRD PAT testing and within 3 hours Scot had come to my premises and PAT tested all my our Spill The Whisky barn dance band equipment , and supplied a certificate for only 70 p per unit .	INSTRUMENT
4375	1	0	I <3 Max 's	AGENT
4376	1	2	I <3 Max 's	AGENT
4377	1	0	I went from a pain scale of 8 - 9 to 0 and I was able to run in the Crim just a week later !!	AGENT
4378	1	5	I went from a pain scale of 8 - 9 to 0 and I was able to run in the Crim just a week later !!	NONE
4379	1	11	I went from a pain scale of 8 - 9 to 0 and I was able to run in the Crim just a week later !!	MANNER
4380	1	0	We trust and appreciate Scott Larson and know that he will always take good care of us and listen to our needs !	AGENT
4381	1	5	We trust and appreciate Scott Larson and know that he will always take good care of us and listen to our needs !	AGENT
4382	0	4	Is there no other Verizon to go to around Downtown / Dupont Circle 1?!?!?	NONE
4383	0	9	Is there no other Verizon to go to around Downtown / Dupont Circle 1?!?!?	NONE
4384	1	0	They have unbeatable price in town and deliver on time .	AGENT
4385	1	3	They have unbeatable price in town and deliver on time .	NONE
4386	1	0	I enjoy working with this architectural and graphic design firm and will recommend to anyone .	AGENT
4387	1	0	I needed wisdom teeth taken out .	NONE
4388	2	1	Dr. Wallen explained the procedure in detail and took his time with me .	AGENT
4389	2	4	Dr. Wallen explained the procedure in detail and took his time with me .	AGENT
4390	2	6	Dr. Wallen explained the procedure in detail and took his time with me .	MANNER
4391	1	0	Staff explained insurance procedures and was very helpful .	AGENT
4392	1	3	Staff explained insurance procedures and was very helpful .	INSTRUMENT
4393	1	0	They have a great selection of wine from all over the world with all different prices .	AGENT
4394	1	4	They have a great selection of wine from all over the world with all different prices .	INSTRUMENT
4395	1	15	They have a great selection of wine from all over the world with all different prices .	NONE
4396	2	1	The employees make you feel very comfortable and are very helpful , whether you are very knowledgeable or do n't know anything at all about wine .	AGENT
4397	2	3	The employees make you feel very comfortable and are very helpful , whether you are very knowledgeable or do n't know anything at all about wine .	NONE
4398	1	0	They have a credit card minimum .	AGENT
4399	1	5	They have a credit card minimum .	NONE
